question_id,question,answer,image_id
quest7211,what is in front of bookshelf,ladder,image108
quest12123,what is at the centre of the chairs,table,image1380
quest908,what is the object on the counter in the corner,toaster,image874
quest306,what is the round colorful object on the floor,rug,image316
quest3951,what is on the left side of the fan,air_conditioner,image584
quest5530,what is the colour dominating the picture,pink,image1046
quest7607,what is the colour of the table,brown,image227
quest11072,what is found at the wall,wall_decoration,image1184
quest9238,how many drawers you can see,6,image752
quest11259,how many toy strollers are there,2,image1220
quest9393,what is the colour of cupboard handle,black,image790
quest8808,what us on the bookshelf,drawer,image627
quest10464,what is to the right side of the cabinet,bed,image1061
quest927,what is the object close to the wall below the window,towel_rod,image703
quest245,what is on the cabinet behind the roll of paper towels and the can,crock_pot,image206
quest9695,where is the kitchen utensils kept,utensil_container,image868
quest16,what is on the right side of the notebook on the desk,plastic_cup_of_coffee,image4
quest144,what is in the corner of the wall on the left side of the bookshelf,hockey_stick,image80
quest5984,how many dolls are there,2,image1177
quest2364,what is the object close to the wall above the stool,window,image1097
quest9146,what is on the floor,garbage_bin,image725
quest130,what is the largest dark brown object in this picture,blinds,image76
quest1162,what are the objects that are placed on the shelves,"monitor, mouse, keyboard",image6
quest8664,what is right of television,door,image579
quest12210,what is hanged in front of the door,curtain,image1396
quest9714,what is kept behind the window,plant,image873
quest7303,what is at the end of the kitchen island,cutting_board,image134
quest9130,what is in front of towel,toilet,image718
quest7880,what is colour of the tree,green,image306
quest5459,what is in between the chairs,lamp,image1028
quest3229,what is the colour of the sofa,black,image386
quest5309,what is on the drawer,book,image987
quest1877,what is the object close to the towel rod,towel,image681
quest2489,what is the object below the two red chairs,whiteboard,image26
quest7437,what is to the left of the sofa,bookshelf,image171
quest4480,what is on the left side of the stove,knife_rack,image754
quest1183,what is the machine placed on the counter close to the wall,printer,image11
quest2526,what color is the sofa,black,image43
quest8285,what is in front of the window,"table, chair",image441
quest1171,what is the object in front of the bright green curtain,chair,image8
quest10829,what is the object on the tv stand,television,image1134
quest2183,what are the objects on the desk,"lamp, books",image941
quest11900,what is behind the chair,fan,image1336
quest7128,what is on the sofa,pillow,image51
quest6793,what is on the table,"box, purse, razor",image1409
quest9150,what is the name of object in right bottom,bathtub,image726
quest10610,what is at the left side,wardrobe,image1087
quest12378,what is at the back side of the sofas,window,image1429
quest3372,what are the colours of the drawers,"purple, white",image423
quest10099,what is the object on the right side,door_knob,image978
quest1860,what is the object on the floor below the counter,chair,image670
quest7603,what is to the left of the sofa,table,image226
quest7470,what is to the left of the box,shelves,image181
quest8242,what is below the sofa,lego,image422
quest6782,how many doors are visible,2,image1406
quest1879,what is the object on the floor in front of the door,flower_pot,image681
quest8202,what is near the microwave,sink,image408
quest3589,what is on the right side of the book,"globe, globe_stand",image481
quest8474,what is left of bed,table,image518
quest3122,how many shelves are there in the rack,7,image106
quest388,what is on the end table between the chairs,book,image478
quest1312,what is the object above the sink close to the wall,mirror,image49
quest1033,what is the object close to the wall above the cabinet,mirror,image923
quest9977,what is on the table,computer,image946
quest6585,how many knobs are visible,7,image1351
quest10630,what objects are found on the table,"newspapers, lamp, tissue_box",image1091
quest6383,what is above the bottle shelf,"decorative_item, bowl",image1296
quest6726,what is on the shelf,"flower, vase, bottle",image1392
quest8223,what is on the wall in front of the table,board,image415
quest8035,what is to the right of the treadmill,excercise_equipment,image349
quest4937,what is on the left side of the drawers,step_stool,image884
quest932,what are the objects on the floor mat,"table, chair",image1369
quest7742,what is left of refridgerator,bottle,image267
quest4020,how many cycles are there,2,image603
quest692,what is the object on the floor left of the room divider,toilet,image728
quest8240,what is below the table,garbage_bin,image421
quest5988,what is on the left side of the bed,night_stand,image1178
quest6365,what is on the centre table,"flower, vase",image1289
quest1910,what is the object on the floor,garbage_bin,image703
quest830,what is the object on the bed,pillow,image1181
quest3499,what is in front of the table,chair,image455
quest9421,what is behind the chair,door,image797
quest2082,what is the object on the counter close to the box,coffee_machine,image872
quest11098,what is at the top of the bed,window,image1189
quest11768,what is in front of the fireplace,table,image1312
quest45,what is the largest white object on the left side of the picture,printer,image10
quest3940,what is on the sofa,pillow,image580
quest950,what is the object close to the wall,photo,image76
quest7109,what is above the painting,bookshelf,image43
quest7199,what is below the right book shelves,stool,image105
quest4320,what is above the towel,blinds,image693
quest2966,what is in front of the laptop,bottle_of_perfume,image57
quest3970,what is on the left side of the lamp,sofa,image588
quest1188,what are the objects stuck close to the wall above the counter,paper,image12
quest11153,what is to the right of the bed,table,image1200
quest8247,what is near the window,toy_horse,image425
quest8482,what is right of hanger,shelves,image520
quest9553,what is found near the refridgerator on the wall,light,image830
quest285,what color is the light above the door at the end of the room,pink,image275
quest11053,what is to the opposite of the cabinet,bed,image1180
quest6309,what is on the left to the table,tissue_box,image1274
quest4160,what is on the right side of the chair,ping_pong_table,image640
quest3093,how many clothes stand are there in the front,4,image95
quest9755,what is found in front of the vase,sink,image883
quest4557,what is on the right side of the stove,bottle_of_liquid,image780
quest5556,what is on the table,"book, hat, picture, comb",image1053
quest7169,what is on the table,books,image84
quest4324,what is the colour of the towels,white,image694
quest3983,what is on the microwave,"coffee_machine, basket",image591
quest8258,what is on the sofa,pillow,image430
quest6941,what is the colour of the floor,brown,image1446
quest3365,what is on the wall,picture,image421
quest1405,what are objects on top of the bed,"pillow, blanket, clothes",image82
quest3196,what is on the right side of the cartons,bookshelf,image378
quest8545,what is on bed,pillow,image540
quest8030,what is behind the wall,door,image347
quest970,what are the objects on the hangers,jacket,image96
quest10119,what are the objects found inside the mirror,"lamp, books",image982
quest6544,what is beneath the mirror,stool,image1339
quest3735,what is on the right most side on the table,iron_box,image523
quest926,what is the object close to the wall above the sink,mirror,image47
quest11841,what is in front of the window,table,image1325
quest9053,what is the object at the left side of the towel rod,curtain,image693
quest4726,what is on the left side of the bottle of liquid,ornamental_plant,image825
quest2844,what is near the wall,stacked_chairs,image19
quest2852,how many posters are held by the poster board,6,image21
quest10271,what object is present below the window,"bed, pillow",image1017
quest8109,what is the colour of the table,brown,image375
quest5957,what is the blue coloured object,comforter,image1169
quest520,what is the large black object on the left side of the bedroom in front of the radiator,dresser,image172
quest11044,what is at the right side of the door,cabinet,image1179
quest10395,what is available in the left side,bed,image1048
quest4472,what is on the right side of the coffee machine,tea_pot,image751
quest8058,what is behind the chairs hanging on the wall,framed_certificate,image355
quest4349,how many tissue rolls are there,3,image703
quest11182,what is at the right bottom,coffee_table,image1207
quest10015,what is to the right of the bed,lamp,image956
quest3627,what is leaning against the wall on the right side,ironing_board,image492
quest1790,what is the object on the floor right of the table,garbage_bin,image613
quest10317,what is kept on the floor near the door,basket,image1027
quest2060,what is the object left of the microwave,refridgerator,image854
quest9413,how many cupboards are there,6,image796
quest7144,what is to the left of window,jacket,image61
quest10348,what is kept on top of the pillow,book,image1035
quest4014,what is behind the bag,stairs,image601
quest6007,what is on the right side of the bed,"excercise_ball, suitcase",image1185
quest1903,what is the object on the floor behind the toilet,bathtub,image696
quest9067,how many objects are there in the left corner of the bathtub,2,image696
quest6216,how many lamp domes are there,3,image1246
quest4687,what is on the right side of containers,window,image814
quest9217,how many flower vases on window,4,image748
quest4923,how many remote controls are there,2,image879
quest6786,how many horizontally rectangular pictures are there,2,image1407
quest10880,what are found to the right side of the bed,"cabinet, bookshelf",image1144
quest7143,how many pillows,2,image58
quest9684,what is the yellow colour object found in the kitchen container,cup,image866
quest9392,what is the colour of closed door,white,image790
quest76,what color is the table below the computer case in front of the wall,brown,image20
quest2346,what is the object on the stool,bag,image1083
quest6448,what is on the right side of the table,chair,image1313
quest8373,what is to the left of the globe,book,image481
quest431,what color is the lamp shade in front of the window,white,image546
quest4587,how many bottles are there,3,image787
quest5484,how many drawers are there,3,image1034
quest7727,what is behind the stool,table,image263
quest6406,how many chairs are there,3,image1302
quest11997,what is hanged before the window,blinds,image1355
quest7882,how many chairs are in front of the teacher,2,image306
quest7360,what is in front of of the door,backpack,image150
quest10166,how many boards are there,2,image991
quest9559,how many switch boards stuck on the wall,2,image831
quest1554,what is the object left of the stove burner,knife_rack,image129
quest5875,how many drawers are there,3,image1144
quest241,what is the yellow object close to the faucet,dish_brush,image204
quest784,what is the object close to the wall behind the sofa,mirror,image1086
quest10364,what is present under the slide on the floor,box,image1039
quest3067,what is filled in the rack,3,image85
quest12161,what is to the left of the chairs,cabinet,image1387
quest978,what is the object on the floor left of the counter,ladder,image884
quest4906,what is on the left side of the cable,machine,image874
quest6265,what is above the opened doors,television,image1260
quest6988,what all are placed on the wall,"clock, telephone, fire_extinguisher",image8
quest9341,what is the colour of the box near the gas burner,white,image776
quest5696,what is on the wall,"picture, wall_decoration",image1093
quest2942,what is the smallest object on the sofa,book,image50
quest2710,what is the largest object,sofa,image209
quest8298,what is behind the chair,shelves,image447
quest7525,what is the colour of the door,brown,image208
quest11843,what is near the door frame,toys_shelf,image1326
quest8328,how many chairs,3,image459
quest10051,what is next to the floor mat,chair,image965
quest1621,what is the object close to the wall on the left side of the door,telephone,image150
quest5643,what is on the right side of the bunk bed,table,image1077
quest12458,what are the things on the table,vase,image1447
quest2147,what is the largest object,bed,image914
quest1802,what are the objects on the shelf,books,image626
quest860,how many chairs are there,4,image879
quest9172,how many bottles are there,1,image734
quest9116,what is on the floor,stand,image713
quest1358,what is the object in front of the room divider and right side of the cot,table,image64
quest10112,what is the object on the wall outside the door,photo,image981
quest9202,what is liquid colour in third bottle,yellow,image744
quest6783,what is on the right side of the door,stairs,image1406
quest10414,what are on the two sides of the window,framed_certificate,image1052
quest7485,what is the colour of the chair,black,image189
quest9573,what object is found behind the chair,water_filter,image835
quest3566,what is on the left side of the sofa,table,image475
quest12376,what is found near the sandal colour sofa,horse_toy,image1429
quest10936,what is in front of the tray,shoe_hanger,image1156
quest8347,what is to the left of the computer,printer,image471
quest1610,what is the frame on the floor close to the wall,photo,image148
quest3097,what are the colours of the cups,"blue, purple, black, white",image97
quest4591,what is on the ceiling,light,image789
quest2416,what is the object on the floor left of the table,basket,image1156
quest2018,how many chairs are there,3,image815
quest2972,what is hung on the wall,basketball_hoop,image59
quest6425,what is the black object,fireplace,image1307
quest4126,what is on the wall,"whiteboard, light",image632
quest5847,how many beds are there,2,image1135
quest5376,what is behind the bed,curtain,image1006
quest12220,what is before the window,blinds,image1398
quest8721,what is in front of table,window,image596
quest11954,what are the things on the table,"lamp, photo",image1347
quest3247,what is on the right side of the picture,pen_cup,image390
quest125,how many bottles of water are on the night stand,1,image73
quest1107,what is the object on the stool,television,image602
quest11639,what are the things on the table,"notebook, decorative_bowl",image1288
quest1815,what is the object on which the person is sitting,chair,image633
quest841,what is the largest object,bed,image1029
quest6395,how many pillows are visible,1,image1299
quest9811,what are the things found on the cabinet,"sink, bowl, plant, kitchen_utensils",image898
quest5650,what is in front of the door,chair,image1079
quest11406,how many lamp shades are found on the table,2,image1246
quest3342,what is on the left side of the container,coffee_machine,image416
quest599,what is the light blue object in this picture,wall,image1149
quest2124,what is the object on the floor in front of the counter,garbage_bag,image906
quest5513,what is on the drawer table in between the beds,"lamp, picture",image1041
quest10025,what is stuck on the wall,wall_decoration,image959
quest7146,what is to the right of tv,shelves,image63
quest9805,what is the object found next to the coffee machine,refridgerator,image896
quest8930,what is found under the sink,towel,image664
quest9471,what is in front of the window,sink,image808
quest12049,what is to the left of the switchboards,door_way,image1366
quest6000,what is in front of the carpet,chair,image1182
quest2198,what is the object on the floor right of the chair,cabinet,image967
quest4052,what is on the wall,"picture, framed_certificate",image610
quest1217,what is the object attached close to the ceiling,projector,image19
quest3363,what is on the left side of the cpu,plastic_box,image421
quest2502,how many black speakers are there,2,image32
quest726,how many garbage bins are there on the floor,2,image571
quest5077,what is on the bed,pillow,image927
quest979,what is the object behind the chair close to the wall,green_screen,image8
quest809,what is the object on the floor right of the chair,garbage_bin,image1058
quest7924,what is near the floor mat,shelves,image316
quest1476,what are the objects on the shelves,books,image107
quest9357,how many white bottles are there,1,image780
quest7355,what is placed on the chair,jacket,image148
quest8698,what is to left of chair,air_conditioner,image589
quest10975,what is on the right side,cabinet,image1165
quest4907,what is in front of the machine,tea_kettle,image874
quest9947,what is below the charger,books,image934
quest11245,what is hanged on the wall,television,image1218
quest4931,what is on the right side of the cupboard,machine,image881
quest4543,what is the colour of the liquid,green,image776
quest3963,what is on the wall,wall_decoration,image587
quest9672,what is the object found on the centre table,bottle,image863
quest2171,how many beds are there,2,image931
quest7677,what is to left of the chair,sofa,image248
quest1236,what is the object close to the chair,jacket,image23
quest1226,what are the sheets pinned on the poster board,newspapers,image21
quest1765,what is the object close to the wall below the window,heater,image590
quest8926,what is stuck on the left side of the wall,light_switch,image663
quest608,what is on the left side of the sink and the faucet handle on the top of the cabinet,cutting_board,image860
quest8559,what is the colour of window,red,image544
quest11272,what is at the right side,television,image1223
quest12053,what are the things on the table,"candlestick, toy",image1367
quest3218,what is on the left side of the light,bookshelf,image383
quest5738,what is on the bed,comforter,image1105
quest288,how many toys are on the bed,3,image280
quest7848,what is on the floor,bag,image299
quest2967,what is on the right side of the plug point,canister,image57
quest3165,how many picture frames are there,2,image369
quest8759,what is behind the telephone,pen_stand,image609
quest9566,how many sinks are there,2,image833
quest11073,what is the colour of the object near the bed,pink,image1184
quest1658,what is the object on the floor close to the room divider,can,image492
quest1976,what is the object close to the wall above the toaster,microwave,image752
quest2398,what is the largest object,bed,image1141
quest453,what is the largest glassy object in this picture,window,image580
quest2711,what color are the chairs around the table,blue,image327
quest11411,what is to the left side,window,image1248
quest7343,what is near the stove,hot_water_heater,image145
quest3682,what is above the toilet,window,image508
quest6716,how many drawers are there,4,image1389
quest423,what is the green and blue object in this picture,blanket,image532
quest10762,what is found on right side of the chair,stool,image1119
quest5317,what is on the right side of the rack,garbage_bin,image990
quest7026,what is the colour of the machine,white,image16
quest658,what are the objects on the bed,"pillow, blanket",image65
quest3302,what is on the table,clothes,image405
quest8639,what is the largest object,refridgerator,image570
quest2846,what is the largest object,table,image20
quest4067,what is on the left side of the cup,monitor,image614
quest10968,how many pillows are there,3,image1163
quest9765,what are the objects found in front of the flour mixer,papers,image886
quest5245,what is in front of the window,blinds,image971
quest1002,what is object close to the wall,wall_decoration,image73
quest4199,what is on the left side of the bottle of liquid,cream_tube,image654
quest2419,what is the largest object,cabinet,image1159
quest876,what are the objects on the counter,"plate, spoon, knife, cup, bottle",image561
quest3576,what is on the basketball,paper,image477
quest6727,what is on the wall,"light, decorative_item, picture",image1392
quest3848,what is beneath the table on the left side of the cpu,cables,image554
quest962,what is the object on the floor close to the cabinet,garbage_bin,image699
quest1581,what are the objects close to the counter below the cabinet,"faucet, sink",image138
quest9101,what is above toilet,tissue_roll,image705
quest7913,what is near the bottle,pen_stand,image313
quest2207,how many bags are kept on the floor,2,image975
quest4267,what is on the left side of the towel,mirror,image675
quest3975,what is behind the chair,window,image589
quest12367,what is on the floor,rug,image1427
quest4232,what is on the right side of the bottle of hand wash liquid,tissue_box,image665
quest758,what is the object close to the wall above the counter,blackboard,image121
quest4867,what is on the table,bottle,image863
quest5407,what is beneath the lamp,drawer,image1013
quest5314,what is on the left side of the bed,chair,image989
quest2285,what is the object on the floor close to the wall,cabinet,image1037
quest9218,what is the colour of the flower vase stand,black,image748
quest7002,how many shelves are on the wall,1,image10
quest7439,what is in between the sofa,stool,image172
quest5508,how many drawers are there,3,image1040
quest5310,how many knobs are visible,6,image987
quest9343,how many cupboard doors displayed,10,image777
quest4828,what is on the table,"fruit, basket",image852
quest9103,what is left of bath tub,toilet,image706
quest4929,how many chairs are there,4,image880
quest808,what is the object close to the ceiling,light,image783
quest3908,what is on the right side of the sink,"kitchen_utensils, basket",image573
quest6142,what is behind the table,fireplace,image1225
quest10877,what is found on the right side,bed,image1144
quest10582,what is in front of the window,treadmill,image1082
quest7024,how many machines,2,image16
quest1957,what is the object close to the floor,bathtub,image737
quest2446,what is the red object on the white wall behind the garbage bin,fire_extinguisher,image8
quest11306,what is in front of the chair,sofa,image1229
quest6970,how are the lights connected,wire,image6
quest10172,what object is found on the top rack of the bookshelf,photo,image993
quest8843,what is behind the tissue box,cup,image638
quest8540,what is in front of basket,door,image539
quest11450,how many lights are there on the ceiling,2,image1254
quest2403,what is the largest object,bed,image1147
quest8980,how many drawer knobs are there,2,image677
quest1074,what are the objects on the sofa,"pillow, blanket, clothes",image607
quest10768,how many pillows are found in the left bed,2,image1120
quest3399,what is on the left side of the sofa,chessboard,image430
quest4241,what is on the right side of the toilet,curtain,image667
quest6525,how many pillows are there on the sofa,5,image1333
quest5437,what is on the wall,framed_certificate,image1022
quest3298,what is in front of the chair,stool,image404
quest10597,what is found at the bottom left corner,bed,image1085
quest2092,what is the object on the counter in the corner,television,image877
quest4528,what is around the table,chair,image772
quest12461,what is in front of the mantel,chair,image1448
quest1699,what is the object close to the wall,wall_decoration,image536
quest9307,how many cupboards to the right of the first window,3,image767
quest10449,what is at the right side,mirror,image1058
quest9713,what is in front of the container,paper,image872
quest12239,what are around the table,chair,image1401
quest9339,how many burners are there,5,image776
quest1004,what is the blue object on the bed,blanket,image1172
quest10309,what is present near the bed on its right,lamp,image1025
quest11331,what is to the opposite of the sofa,table,image1234
quest10370,what is kept on top of the desk,desk_mat,image1041
quest2935,how many bottles are there,2,image48
quest4652,what is around the table,chair,image805
quest10418,how many knobs are there,9,image1053
quest12041,what are stuck on the wall,photo,image1365
quest6157,what is in front of the sofa,table,image1231
quest1486,what is the object on the floor left of the bookshelf,stool,image109
quest11498,what is the colour of the chair at the right of the sofa,blue,image1263
quest5369,how many drawers are open,2,image1004
quest10072,what are found on the sofa,"doll, pillow, clothes",image971
quest1412,how many tables are there,2,image85
quest6290,what is on the wall,picture,image1268
quest11757,how many red colour sofas are there,2,image1309
quest11312,what is at the opposite of the chair,sofa,image1230
quest8293,what is on the sofa,books,image445
quest710,what is the object on the table in the corner,lamp,image1349
quest7703,what is above laptop,shelves,image256
quest3604,what is the colour of the sofa,brown,image486
quest986,what are the object close to the cabinet in front of the mirror,"sink, faucet",image743
quest3077,what is in front of the stand with the bags,books,image91
quest6170,what is on the left side of the curtains,blinds,image1234
quest9942,what is above the bed,decorative_item,image933
quest7385,what bottle is on the table,coke_bottle,image157
quest3965,what is on the chair,bag,image587
quest6714,what is on the left side of the picture,mirror,image1389
quest5078,what is on the right side of the bed,door,image927
quest4102,what is on the right side of the tissue box,"paper_holder, paper",image624
quest12107,what is to the right of the wall decoration,toy_shelf,image1377
quest2723,what color is the door,white,image485
quest12237,what are stuck on the wall,photo,image1401
quest1269,how many sofas are there,3,image35
quest2463,how many red fire extinguisher are there on the white wall,1,image15
quest8361,what is the number on the frame,2163,image476
quest269,how many black chairs are behind the coffee table,2,image248
quest3581,what is on the wooden wall,picture,image478
quest4751,what is on the refrigerator,magnet,image831
quest8280,what is on the table,computer,image438
quest10839,what are the objects on the floor near the bed,"bag, book, paper",image1136
quest8073,what is to the left of the chair,window,image360
quest8048,what is to the right of the stairs,sofa,image352
quest9175,what is next by the first towel,toothpaste,image735
quest2822,what is the color of the cupboard that is close to the garbage bin,gray,image12
quest11167,what is found at the bottom left corner,sofa,image1204
quest117,how many pictures are above the dark brown couch on the right side of the bookshelf,2,image51
quest8723,what is the largest object,television,image597
quest11188,what is at the opposite of the fireplace,coffee_table,image1208
quest12101,what is in front of the wall decoration,table,image1376
quest657,what is the object in the shelf,shoe,image72
quest10111,what is the object on which cd player is kept,television,image981
quest9863,what are the objects stuck on the wall,photo,image913
quest2038,how many sinks are close to the counter,2,image833
quest9694,what is the light green colour object found in the kitchen utensils,cutting_board,image868
quest9020,how many drawer handles are there,10,image687
quest3759,what is on the left side of the printer,mirror,image529
quest6846,what is on the table,"cup, glass_pot, decorative_plate",image1423
quest6152,how many chairs are there,8,image1229
quest5328,what is on the right side of the door,bookshelf,image993
quest2029,how many chairs are there,8,image828
quest9323,what are found near the wash basin,"bottle_of_hand_wash_liquid, towel, soap",image771
quest678,what is the largest object,table,image1443
quest9953,what is on the table to the right of the shelf,television,image936
quest1233,what is the object behind the see through room divider,sofa,image22
quest5455,what is on the wall,light,image1027
quest8238,what is to the left of the cpu,plastic_box,image421
quest9724,what object is found to the left of the tea kettle,refridgerator,image875
quest8160,what is below the chair,bag,image393
quest12375,what is in the right bottom,chair,image1429
quest4857,what is on the right side of the paper,bread,image860
quest8352,what is to the left of the chair,garbage_bin,image473
quest2433,what is the object on the shelf,photo,image1167
quest8960,what is the object found behind the tissue box,alarm_clock,image672
quest8829,what is the colour of the shoes the girl wearing,pink,image634
quest4648,what is the largest object,refridgerator,image804
quest10585,how many handles seen on the cabinet,5,image1082
quest7900,what is the other objects,"table, chair",image310
quest897,what is the largest object,refridgerator,image843
quest1612,what is the object close to the wall,wall_decoration,image148
quest10261,what is present on top of the bed in the wall,window,image1014
quest1588,what is the largest object,stove,image141
quest6687,what is on the left side of the bag,"flower, case",image1384
quest7654,what is above the sofa,light_bulb,image241
quest8659,what is in the shelf,bottle,image577
quest1720,what is the object close to the wall above the sink,window,image561
quest7767,what is above the table,light_bulb,image275
quest9827,what is found behind the faucet,vase,image903
quest3807,what is in the laundry basket,clothes,image543
quest8764,what is to the left of the computer,machine,image611
quest9586,how many faucet handles are there,2,image839
quest4702,what is on the right side of the tap,ornamental_plant,image818
quest3962,what is on the right side of the table,chair,image586
quest732,what is the object on the counter,coffee_machine,image872
quest5558,how many drawer knobs are visible,9,image1053
quest7037,what is to the right of the screen,computer,image20
quest5565,what is on the drawer table,"toy_doll, picture",image1055
quest9677,what are the objects on the wooden board,"bottle, towel",image865
quest10540,what are the things on the right side cabinet,"alarm_clock, tissue_box",image1074
quest6088,what is on the right side of the black object on the table,flower,image1211
quest891,what are the objects on the table,"laptop, mouse, books, paper",image83
quest8772,what is to the left of the printer,paper_tray,image614
quest11706,what is the colour of the ball on the cage,red,image1300
quest4007,what is on the right side of the table,lamp,image599
quest4940,what is on the left side of the sink,stand,image885
quest12159,what is at the right side,table,image1387
quest7970,what is in front of the shelf,cap_stand,image328
quest5899,what is the colour of the chair,brown,image1152
quest6174,what is in front of the lamp,picture,image1235
quest9400,what are on the table,"paper, plastic_bowl, remote_control",image792
quest5820,what is on the wall apart from the shelves,picture,image1127
quest9309,how many empty racks are there,6,image767
quest8573,what is right of door,shelves,image549
quest2441,how many monitors are there,3,image7
quest10899,what object is found on the right side of the window,cabinet,image1148
quest585,what color is the soft toy on the floor on the left side of the bed,"brown, white",image1035
quest3269,what is on the right side of the printer,bottle_of_liquid,image395
quest3933,what is on the left side of the table,door,image579
quest4966,what is on the right side of the stove,container,image892
quest1261,how many monitors are there on the table,2,image32
quest10650,how many pillows are there on the bed,5,image1094
quest6200,what is behind the red cloth,clothes,image1243
quest6693,how many short chairs are there,2,image1385
quest311,what color are the pencil holders on the table on the right side of the room,green,image318
quest1717,what is the largest object on the table,monitor,image552
quest7730,how many chair are,2,image264
quest6010,what is in between the beds,night_stand,image1186
quest2053,what is the object close to the counter,stove,image844
quest8675,what is behind the television,shelves,image582
quest4669,what is on the chair,bag,image810
quest4299,how many knobs are visible,4,image686
quest6647,what is above the show piece rack,ornamental_plant,image1371
quest3784,what is on the left side of the stool,lamp,image537
quest1009,what is the largest object,table,image1433
quest7756,what is above blackboard,air_conditioner,image271
quest10394,what is attached on the storage rack,drawer_knob,image1047
quest2186,what is the object on the blanket,clothes,image953
quest11670,what is to the right of the rack on the wall,light_switch,image1293
quest3624,what is beneath the shelf,washing_machine,image492
quest12201,what is at the right bottom corner,chair,image1395
quest9938,what is on the table,books,image932
quest12063,what is to the left of the cabinet,door_way,image1369
quest8822,what is near the sofa in the left,garbage_bin,image632
quest8415,what is below the toilet,toilet_brush,image500
quest4835,what is on the table,stove,image854
quest4060,what is behind the monitor,telephone,image613
quest4757,what is on the righ side chair,"clothes, bag",image832
quest9005,what are the objects stuck on the wall which is on the left side of sink,"photo, light_switch",image682
quest91,what is the black and white object on the top right of the brown board,clock,image23
quest1988,what is the object on the counter left of the hot water heater,toaster,image780
quest471,how many side chairs are on the right side of the dining table in front of the window,4,image1404
quest1327,what is the largest object,table,image54
quest11363,what is behind the left of the sofa,game_table,image1239
quest7280,what is in the spice stand,spice_bottle,image128
quest8456,what is above bathtub,back_scrubber,image513
quest11666,what object is below the light,"chair, table",image1292
quest2118,what is the object close to the wall,picture,image900
quest2938,how many tooth brushes are there,3,image49
quest889,how many beds are there,2,image1020
quest984,what is the largest object,bathtub,image669
quest6933,what is on the left side of the sofa,table,image1444
quest11827,what are the things on the cabinet,"toy, photo, books",image1323
quest9418,what is the colour of the refridgerator,black,image797
quest10813,what are the objects are on the bed,"pillow, blanket",image1131
quest10719,what is on the right side,door,image1109
quest2926,what are the colours in the carpet,"yellow, blue",image45
quest8303,what is at the corner of the shelf,bookshelf,image450
quest3215,what is behind the chair,curtain,image382
quest5885,how many drawers are there,5,image1148
quest2342,what is the object on the floor left of the wall,sofa,image1082
quest8956,how many drawer knobs found,5,image671
quest8384,what is in front of the sofa,box,image486
quest9465,how many chairs are there,2,image806
quest8873,what is to the left of the shelf,shower_curtain,image648
quest9837,what is found on the top of the black coloured cupboards,stove,image905
quest7666,what is behind the sofa,shelves,image245
quest94,what is the black object on the right side of the flipped table,chair,image28
quest8371,what is on the middle of the shelf,globe,image481
quest4948,what is on the table,"paper, book, pen_cup",image888
quest5081,what is in between the chair and the bed,garbage_bin,image928
quest4245,what is the colour of the bathtub,white,image668
quest7546,what is the colour of the chair,red,image213
quest8015,what is behind the table,plastic_tray,image342
quest4766,what is in front of the bottle of liquid,pepper_shaker,image835
quest1602,how many laptops are there,1,image146
quest11971,what is to the right of the window,cabinet,image1350
quest1270,what are the objects close to the wall,"exit_sign, poster_board, fire_alarm",image35
quest129,what color is the lamp shade on the night stand on the left side of the bed,brown,image76
quest9965,what is to the left of the bed,night_stand,image941
quest8676,what is on the shelf,books,image582
quest1712,what is the object on the floor in front the cabinet,basket,image543
quest4183,what is behind the electric toothbrushes,"bottle_of_liquid, cream",image648
quest7300,what is the colour of the soap inside the bottle,yellow,image133
quest12322,what are found below the photos,"chair, toy",image1419
quest4236,what is on the right most side on the table,ornamental_item,image666
quest6996,what is the colour of the chair,brown,image8
quest8125,what is near the book on the table,remote_control,image380
quest2399,what are the objects on the shelf,books,image1141
quest11146,what is on the floor at the outside of the door,floor_mat,image1198
quest5842,what is the colour of the lamp,white,image1133
quest11662,what is to the right of the chair on right side,table,image1292
quest8340,how many sofas,2,image465
quest8785,what is on the table,vase,image619
quest10486,what is to the left of the cabinet,wardrobe,image1065
quest1187,what are the objects placed on the counter below the shelves,"tape_dispenser, hole_puncher, paper_holder",image12
quest8762,what is near the briefcase,paper_tray,image610
quest12250,what is stuck on the wall,light_switch,image1403
quest12208,what is found on the table,candlestick,image1396
quest12114,what is on the cabinet,"tray, utensil",image1378
quest1978,what is the object on the counter below the microwave,toaster,image752
quest5315,what is the colour of the object on the chair,white,image989
quest12323,what is in front of the chair,table,image1419
quest4248,what is in the stand on the left side of the bathtub,towel,image669
quest9850,how many sinks are there,2,image908
quest9872,what are stuck on the wall,photo,image915
quest12297,what are the things on the table,cup,image1413
quest916,what is the object close to the wall above the table,picture,image1391
quest1306,what is the object left side of the toilet,room_divider,image47
quest1097,what is the largest object,counter,image870
quest3050,what is in the third shelf of the rack,books,image80
quest8349,which object is large,bookshelf,image472
quest6654,what is on the wall,"picture, framed_certificate",image1373
quest11989,what is stuck on the right side wall,mirror,image1354
quest1274,what is the largest object,printer,image37
quest5699,what is on the floor,"suitcase, flower_pot",image1093
quest6946,how many square shaped chairs are there,2,image1448
quest10106,how many racks are there in the bookshelf,6,image979
quest996,how many chairs are there,8,image6
quest6798,what is on the right most side of the door,bookshelf,image1410
quest1399,what are the objects on the tall shelf in front of the wall,"book, hockey_glove, picture",image80
